name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Mohamed Salah,Liverpool,303,MID,32,12,15,1,0,29,0,1,0,0,26,90,33.0,2905,1,4,0,0,0,0,0,0,2017-18,0
Raheem Sterling,Man City,229,MID,18,17,13,3,1,23,0,0,0,0,19,80,28.0,2584,1,4,0,0,0,0,0,0,2017-18,0
Harry Kane,Spurs,217,FWD,29,2,15,5,0,34,0,1,0,0,31,125,32.0,3074,1,1,0,0,0,0,0,0,2017-18,0
Kevin De Bruyne,Man City,209,MID,8,18,19,2,0,22,0,0,0,0,25,100,36.0,3073,1,4,0,0,0,0,0,0,2017-18,0
Christian Eriksen,Spurs,199,MID,11,10,17,0,0,33,0,0,0,0,23,95,34.0,3218,1,1,0,0,0,0,0,0,2017-18,0
Riyad Mahrez,Leicester,195,MID,12,13,9,2,0,51,0,0,0,0,19,85,31.0,2948,1,2,0,0,0,0,0,0,2017-18,0
Jamie Vardy,Leicester,183,FWD,20,2,8,3,0,57,0,1,0,0,28,85,35.0,3248,1,2,0,0,0,0,0,0,2017-18,0
Roberto Firmino,Liverpool,181,FWD,15,8,16,1,0,32,0,0,0,0,29,85,32.0,2760,1,4,0,0,0,0,0,0,2017-18,0
Leroy Sané,Man City,179,MID,10,15,12,4,0,22,0,0,0,0,17,85,26.0,2415,1,4,0,0,0,0,0,0,2017-18,0
Heung-Min Son,Spurs,178,MID,12,8,14,0,0,18,0,0,0,0,16,80,26.0,2292,1,1,0,0,0,0,0,0,2017-18,0
Bamidele Alli,Spurs,175,MID,9,13,16,7,0,28,0,0,0,0,12,95,32.0,2957,1,1,0,0,0,0,0,0,2017-18,0
César Azpilicueta,Chelsea,175,DEF,2,6,15,1,0,38,1,0,0,0,25,65,35.0,3330,1,5,0,0,0,0,0,0,2017-18,0
Eden Hazard,Chelsea,173,MID,12,6,12,2,0,27,0,0,0,0,24,105,27.0,2417,1,5,0,0,0,0,0,0,2017-18,0
David de Gea,Man Utd,172,GK,0,0,18,0,0,28,0,0,0,115,10,55,35.0,3330,1,4,0,0,0,0,0,0,2017-18,0
Sergio Agüero,Man City,169,FWD,21,6,13,2,0,12,0,0,0,0,22,115,22.0,1960,1,4,0,0,0,0,0,0,2017-18,0
David Silva,Man City,169,MID,9,11,14,5,0,18,0,0,0,0,26,80,27.0,2431,1,4,0,0,0,0,0,0,2017-18,0
Marcos Alonso,Chelsea,165,DEF,7,2,13,6,0,30,0,0,0,0,15,70,30.0,2855,1,5,0,0,0,0,0,0,2017-18,0
Pascal Groß,Brighton,164,MID,7,8,10,2,0,46,0,0,0,0,24,55,33.0,2928,1,1,0,0,0,0,0,0,2017-18,1
Romelu Lukaku,Man Utd,162,FWD,16,7,14,4,0,26,0,1,0,0,18,115,31.0,2866,1,4,0,0,0,0,0,0,2017-18,0
Ederson Santana de Moraes,Man City,158,GK,0,0,16,1,0,26,0,0,2,58,10,55,35.0,3195,1,4,0,0,0,0,0,0,2017-18,0
Lukasz Fabianski,Swansea,157,GK,0,0,9,0,0,56,0,0,3,137,14,45,37.0,3420,1,2,0,0,0,0,0,0,2017-18,0
Nicolás Otamendi,Man City,156,DEF,4,0,15,9,0,25,1,0,0,0,21,55,33.0,2966,1,4,0,0,0,0,0,0,2017-18,0
Xherdan Shaqiri,Stoke,155,MID,8,9,6,5,0,58,0,1,0,0,19,60,34.0,3039,1,2,0,0,0,0,0,0,2017-18,0
Nick Pope,Burnley,152,GK,0,0,11,3,0,35,0,0,1,113,19,45,33.0,3114,1,2,0,0,0,0,0,0,2017-18,0
Alexis Sánchez,Man Utd,152,MID,9,10,11,5,0,32,0,1,0,0,13,120,29.0,2546,1,4,0,0,0,0,0,0,2017-18,0
Sadio Mané,Liverpool,147,MID,10,8,15,3,1,24,0,0,0,0,8,95,27.0,2189,1,4,0,0,0,0,0,0,2017-18,0
Mathew Ryan,Brighton,146,GK,0,0,10,0,0,54,0,0,2,124,13,45,36.0,3420,1,1,0,0,0,0,0,0,2017-18,1
Antonio Valencia,Man Utd,146,DEF,3,1,16,7,0,22,0,0,0,0,13,65,31.0,2741,1,4,0,0,0,0,0,0,2017-18,0
Jordan Pickford,Everton,145,GK,0,0,10,0,0,58,0,0,1,121,16,50,38.0,3420,1,3,0,0,0,0,0,0,2017-18,0
Marko Arnautovic,West Ham,144,MID,11,7,7,5,1,50,0,0,0,0,12,70,25.0,2309,1,2,0,0,0,0,0,0,2017-18,0
Luka Milivojevic,Crystal Palace,144,MID,10,2,8,8,0,52,0,1,0,0,21,50,33.0,3079,1,2,0,0,0,0,0,0,2017-18,0
Hugo Lloris,Spurs,144,GK,0,0,15,1,0,35,0,0,0,87,6,55,33.0,3240,1,1,0,0,0,0,0,0,2017-18,0
Ben Davies,Spurs,143,DEF,2,7,12,3,0,20,0,0,0,0,14,55,24.0,2323,1,1,0,0,0,0,0,0,2017-18,0
Jan Vertonghen,Spurs,138,DEF,0,1,16,4,0,31,0,0,0,0,13,60,32.0,3203,1,1,0,0,0,0,0,0,2017-18,0
Alexandre Lacazette,Arsenal,138,FWD,14,5,10,1,0,28,0,0,0,0,11,105,25.0,2197,1,4,0,0,0,0,0,0,2017-18,0
Kyle Walker,Man City,138,DEF,0,6,15,2,1,22,1,0,0,0,8,65,30.0,2784,1,4,0,0,0,0,0,0,2017-18,0
Paul Pogba,Man Utd,138,MID,6,13,11,5,1,20,0,0,0,0,15,80,23.0,2145,1,4,0,0,0,0,0,0,2017-18,0
Wilfried Zaha,Crystal Palace,136,MID,9,7,10,5,0,31,0,0,0,0,8,70,28.0,2549,1,2,0,0,0,0,0,0,2017-18,0
Abdoulaye Doucouré,Watford,136,MID,7,4,9,10,0,63,0,0,0,0,16,50,37.0,3324,1,2,0,0,0,0,0,0,2017-18,0
Thibaut Courtois,Chelsea,136,GK,0,0,15,2,0,34,0,0,0,77,4,55,34.0,3150,1,5,0,0,0,0,0,0,2017-18,0
Jonas Lössl,Huddersfield,135,GK,0,1,10,1,0,58,1,0,2,103,11,45,37.0,3420,1,1,0,0,0,0,0,0,2017-18,1
Héctor Bellerín,Arsenal,132,DEF,2,4,12,5,0,44,0,0,0,0,11,60,34.0,3050,1,4,0,0,0,0,0,0,2017-18,0
Victor Moses,Chelsea,131,DEF,3,6,11,3,0,20,0,0,0,0,9,65,22.0,2109,1,5,0,0,0,0,0,0,2017-18,0
Willian Borges Da Silva,Chelsea,130,MID,6,8,9,1,0,19,0,0,0,0,13,70,19.0,1874,1,5,0,0,0,0,0,0,2017-18,0
Aaron Ramsey,Arsenal,130,MID,7,10,9,0,0,25,0,0,0,0,12,70,20.0,1844,1,4,0,0,0,0,0,0,2017-18,0
Nacho Monreal,Arsenal,130,DEF,5,2,10,3,0,29,0,0,0,0,15,55,23.0,2241,1,4,0,0,0,0,0,0,2017-18,0
Jesse Lingard,Man Utd,128,MID,8,6,9,2,0,18,0,0,0,0,10,60,20.0,1807,1,4,0,0,0,0,0,0,2017-18,0
Gabriel Fernando de Jesus,Man City,126,FWD,13,7,9,6,0,12,0,2,0,0,18,105,15.0,1660,1,4,0,0,0,0,0,0,2017-18,0
Anthony Martial,Man Utd,125,MID,9,6,9,1,0,13,0,0,0,0,7,80,17.0,1572,1,4,0,0,0,0,0,0,2017-18,0
Jack Butland,Stoke,125,GK,0,0,6,0,0,61,1,0,0,145,16,50,35.0,3150,1,2,0,0,0,0,0,0,2017-18,0
Richarlison de Andrade,Watford,125,MID,5,8,8,4,0,54,0,0,0,0,4,60,30.0,2817,1,2,0,0,0,0,0,0,2017-18,0
Petr Cech,Arsenal,124,GK,0,0,11,1,0,48,0,0,1,90,7,55,33.0,3039,1,4,0,0,0,0,0,0,2017-18,0
Ayoze Pérez,Newcastle,124,FWD,8,6,8,3,0,28,1,0,0,0,15,55,27.0,2486,1,1,0,0,0,0,0,0,2017-18,1
Chris Smalling,Man Utd,123,DEF,4,0,11,4,0,24,0,0,0,0,9,55,26.0,2535,1,4,0,0,0,0,0,0,2017-18,0
Ben Foster,West Brom,123,GK,0,0,10,2,0,55,0,0,0,99,11,45,37.0,3330,1,2,0,0,0,0,0,0,2017-18,0
Kasper Schmeichel,Leicester,123,GK,0,0,8,3,0,47,1,0,2,93,17,50,33.0,2965,1,2,0,0,0,0,0,0,2017-18,0
Dusan Tadic,Southampton,122,MID,6,3,10,4,0,43,0,0,0,0,10,65,29.0,2791,1,3,0,0,0,0,0,0,2017-18,0
Álvaro Morata,Chelsea,122,FWD,11,6,11,7,0,19,0,0,0,0,13,100,21.0,2055,1,5,0,0,0,0,0,0,2017-18,0
Andros Townsend,Crystal Palace,121,MID,2,9,9,3,0,48,0,0,0,0,7,60,35.0,3120,1,2,0,0,0,0,0,0,2017-18,0
Fernando Luiz Rosa,Man City,120,MID,5,4,15,7,0,24,0,0,0,0,9,50,31.0,2880,1,4,0,0,0,0,0,0,2017-18,0
Aaron Cresswell,West Ham,118,DEF,1,7,10,7,0,60,0,0,0,0,10,50,33.0,3069,1,2,0,0,0,0,0,0,2017-18,0
Johann Berg Gudmundsson,Burnley,117,MID,2,9,10,2,0,33,0,0,0,0,7,50,29.0,2831,1,2,0,0,0,0,0,0,2017-18,0
Harry Maguire,Leicester,117,DEF,2,4,9,7,0,60,0,0,0,0,10,50,36.0,3420,1,2,0,0,0,0,0,0,2017-18,0
Matt Ritchie,Newcastle,116,MID,3,7,9,6,0,35,0,0,0,0,10,60,32.0,2802,1,1,0,0,0,0,0,0,2017-18,1
Phil Jones,Man Utd,116,DEF,0,0,15,2,0,11,1,0,0,0,19,50,22.0,1973,1,4,0,0,0,0,0,0,2017-18,0
Jamaal Lascelles,Newcastle,116,DEF,3,0,9,5,0,31,0,0,0,0,9,45,31.0,2927,1,1,0,0,0,0,0,0,2017-18,1
Antonio Rüdiger,Chelsea,115,DEF,2,1,12,4,0,22,0,0,0,0,8,60,25.0,2336,1,5,0,0,0,0,0,0,2017-18,0
Ahmed El-Sayed Hegazi,West Brom,114,DEF,2,0,10,4,0,55,0,0,0,0,11,45,37.0,3386,1,2,0,0,0,0,0,0,2017-18,0
Aaron Mooy,Huddersfield,113,MID,4,3,10,4,0,52,0,0,0,0,8,55,32.0,3066,1,1,0,0,0,0,0,0,2017-18,1
Kieran Trippier,Spurs,113,DEF,0,7,9,1,0,21,0,0,0,0,18,55,20.0,1912,1,1,0,0,0,0,0,0,2017-18,0
Wayne Rooney,Everton,113,FWD,10,3,7,5,0,33,0,3,0,0,20,75,24.0,2265,1,3,0,0,0,0,0,0,2017-18,0
Mesut Özil,Arsenal,112,MID,4,9,8,4,0,36,0,0,0,0,11,95,24.0,2161,1,4,0,0,0,0,0,0,2017-18,0
Alfie Mawson,Swansea,112,DEF,2,1,9,3,0,56,0,0,0,0,7,50,37.0,3420,1,2,0,0,0,0,0,0,2017-18,0
Bernardo Mota Veiga de Carvalho e Silva,Man City,112,MID,6,5,9,0,0,10,0,0,0,0,8,80,14.0,1514,1,4,0,0,0,0,0,0,2017-18,0
Asmir Begovic,Bournemouth,112,GK,0,0,6,2,0,61,0,0,1,111,6,45,37.0,3420,1,2,0,0,0,0,0,0,2017-18,0
Andrew Robertson,Liverpool,111,DEF,1,5,10,2,0,18,0,0,0,0,12,50,22.0,1940,1,4,0,0,0,0,0,0,2017-18,0
Glenn Murray,Brighton,111,FWD,12,0,8,9,0,36,0,2,0,0,16,60,24.0,2184,1,1,0,0,0,0,0,0,2017-18,1
Dejan Lovren,Liverpool,110,DEF,2,1,11,4,0,24,0,0,0,0,10,55,23.0,2124,1,4,0,0,0,0,0,0,2017-18,0
Joshua King,Bournemouth,110,FWD,8,4,7,3,0,38,0,0,0,0,10,75,25.0,2450,1,2,0,0,0,0,0,0,2017-18,0
Joe Allen,Stoke,109,MID,2,6,6,8,0,55,0,0,0,0,12,55,35.0,3139,1,2,0,0,0,0,0,0,2017-18,0
Shkodran Mustafi,Arsenal,109,DEF,3,1,10,6,0,30,0,0,0,0,13,55,25.0,2272,1,4,0,0,0,0,0,0,2017-18,0
Jay Rodriguez,West Brom,109,FWD,7,1,10,2,0,41,0,0,0,0,11,60,32.0,2807,1,2,0,0,0,0,0,0,2017-18,0
Granit Xhaka,Arsenal,109,MID,1,8,12,10,0,50,0,0,0,0,3,55,36.0,3259,1,4,0,0,0,0,0,0,2017-18,0
Jordan Ayew,Swansea,108,FWD,7,2,7,2,1,49,0,0,0,0,12,50,30.0,2850,1,2,0,0,0,0,0,0,2017-18,0
Sead Kolasinac,Arsenal,108,DEF,2,4,10,3,0,30,0,0,0,0,6,60,23.0,2146,1,4,0,0,0,0,0,0,2017-18,0
Mathias Jorgensen,Huddersfield,107,DEF,0,3,10,6,0,58,0,0,0,0,9,45,37.0,3420,1,1,0,0,0,0,0,0,2017-18,1
Henrikh Mkhitaryan,Arsenal,107,MID,3,9,12,2,0,17,0,0,0,0,9,80,19.0,1712,1,4,0,0,0,0,0,0,2017-18,0
Marc Albrighton,Leicester,107,MID,2,8,8,5,1,42,0,0,0,0,12,55,27.0,2533,1,2,0,0,0,0,0,0,2017-18,0
Davinson Sánchez,Spurs,107,DEF,0,0,13,1,1,21,1,0,0,0,8,60,26.0,2532,3,1,0,0,0,0,0,0,2017-18,0
Eric Maxim Choupo-Moting,Stoke,107,MID,5,5,5,3,0,45,0,0,0,0,9,55,25.0,2241,1,2,0,0,0,0,0,0,2017-18,0
Manuel Lanzini,West Ham,106,MID,5,7,6,4,0,44,0,1,0,0,11,70,20.0,2039,1,2,0,0,0,0,0,0,2017-18,0
Chris Wood,Burnley,104,FWD,10,1,10,1,0,11,0,0,0,0,20,65,16.0,1621,3,2,0,0,0,0,0,0,2017-18,0
Marcus Rashford,Man Utd,104,FWD,7,5,10,3,0,16,0,0,0,0,11,75,17.0,1799,1,4,0,0,0,0,0,0,2017-18,0
Philippe Coutinho,Liverpool,103,MID,7,7,5,0,0,14,0,0,0,0,15,90,13.0,1109,1,4,0,0,0,0,0,0,2017-18,0
Ryan Bertrand,Southampton,103,DEF,0,5,8,2,0,49,0,0,0,0,4,55,33.0,3135,1,3,0,0,0,0,0,0,2017-18,0
Salomón Rondón,West Brom,103,FWD,7,3,6,4,0,48,0,0,0,0,5,65,29.0,2765,1,2,0,0,0,0,0,0,2017-18,0
Christopher Schindler,Huddersfield,102,DEF,0,2,9,6,1,53,0,0,0,0,15,45,34.0,3264,1,1,0,0,0,0,0,0,2017-18,1
Stephen Ward,Burnley,102,DEF,1,1,9,1,0,27,0,0,0,0,9,45,26.0,2460,1,2,0,0,0,0,0,0,2017-18,0
Callum Wilson,Bournemouth,102,FWD,8,2,6,0,0,33,0,0,0,0,13,60,23.0,1981,1,2,0,0,0,0,0,0,2017-18,0
Nathan Aké,Bournemouth,102,DEF,2,3,6,5,0,59,0,0,0,0,8,50,36.0,3352,1,2,0,0,0,0,0,0,2017-18,0
James Tarkowski,Burnley,101,DEF,0,1,11,5,0,30,0,0,0,0,4,45,30.0,2790,1,2,0,0,0,0,0,0,2017-18,0
James McArthur,Crystal Palace,101,MID,5,2,7,5,0,35,0,0,0,0,9,45,26.0,2425,1,2,0,0,0,0,0,0,2017-18,0
José Heriberto Izquierdo Mena,Brighton,101,MID,5,5,5,2,0,32,0,0,0,0,4,60,20.0,1976,3,1,0,0,0,0,0,0,2017-18,1
N'Golo Kanté,Chelsea,101,MID,1,2,16,3,0,32,0,0,0,0,9,50,32.0,2994,1,5,0,0,0,0,0,0,2017-18,0
Kyle Naughton,Swansea,101,DEF,0,2,9,1,0,50,1,0,0,0,11,45,34.0,3030,1,2,0,0,0,0,0,0,2017-18,0
Danilo Luiz da Silva,Man City,100,DEF,3,2,9,2,0,11,0,0,0,0,8,55,13.0,1340,1,4,0,0,0,0,0,0,2017-18,0
Laurent Koscielny,Arsenal,100,DEF,2,0,9,4,0,32,0,0,0,0,16,60,25.0,2225,1,4,0,0,0,0,0,0,2017-18,0
Shane Duffy,Brighton,100,DEF,0,2,10,8,0,52,0,0,0,0,7,45,35.0,3292,1,1,0,0,0,0,0,0,2017-18,1
Jack Cork,Burnley,100,MID,2,1,12,7,0,39,0,0,0,0,6,45,37.0,3420,1,2,0,0,0,0,0,0,2017-18,0
Juan Mata,Man Utd,100,MID,3,5,15,1,0,10,0,0,0,0,6,70,22.0,1919,1,4,0,0,0,0,0,0,2017-18,0
Wayne Hennessey,Crystal Palace,99,GK,0,0,7,1,0,41,0,0,0,91,11,45,27.0,2430,1,2,0,0,0,0,0,0,2017-18,0
Mame Biram Diouf,Stoke,99,FWD,6,3,8,6,0,49,0,0,0,0,8,55,28.0,2592,1,2,0,0,0,0,0,0,2017-18,0
James Tomkins,Crystal Palace,99,DEF,3,0,9,8,0,32,0,0,0,0,9,45,26.0,2386,1,2,0,0,0,0,0,0,2017-18,0
Ashley Young,Man Utd,98,MID,2,6,9,7,0,26,0,0,0,0,11,50,27.0,2444,1,4,0,0,0,0,0,0,2017-18,0
Lewis Dunk,Brighton,97,DEF,1,1,10,7,0,54,4,0,0,0,7,45,36.0,3420,1,1,0,0,0,0,0,0,2017-18,1
Ryan Fraser,Bournemouth,97,MID,5,3,2,0,0,38,0,0,0,0,13,55,21.0,2003,1,2,0,0,0,0,0,0,2017-18,0
Gylfi Sigurdsson,Everton,96,MID,4,4,6,2,0,40,0,0,0,0,8,85,25.0,2257,1,3,0,0,0,0,0,0,2017-18,0
Patrick van Aanholt,Crystal Palace,95,DEF,5,1,6,7,0,38,0,0,0,0,7,55,23.0,2182,1,2,0,0,0,0,0,0,2017-18,0
Alex Oxlade-Chamberlain,Liverpool,94,MID,3,7,5,3,0,28,0,0,0,0,5,60,16.0,1718,1,4,0,0,0,0,0,0,2017-18,0
Charlie Daniels,Bournemouth,94,DEF,1,3,6,0,0,50,0,0,0,0,4,50,32.0,3001,1,2,0,0,0,0,0,0,2017-18,0
Dwight Gayle,Newcastle,94,FWD,6,3,6,3,0,31,0,0,0,0,8,65,20.0,1946,1,1,0,0,0,0,0,0,2017-18,1
Laurent Depoitre,Huddersfield,94,FWD,6,2,4,1,0,34,0,0,0,0,14,55,18.0,1807,1,1,0,0,0,0,0,0,2017-18,1
Javier Hernández Balcázar,West Ham,93,FWD,8,2,6,3,0,36,0,0,0,0,14,70,16.0,1537,1,2,0,0,0,0,0,0,2017-18,0
Steve Mounie,Huddersfield,92,FWD,7,2,6,2,0,32,0,0,0,0,12,60,20.0,1849,1,1,0,0,0,0,0,0,2017-18,1
Emre Can,Liverpool,92,MID,3,6,8,8,0,29,0,0,0,0,10,50,23.0,2089,1,4,0,0,0,0,0,0,2017-18,0
Ashley Barnes,Burnley,92,FWD,9,0,5,10,0,23,0,0,0,0,9,55,20.0,2150,1,2,0,0,0,0,0,0,2017-18,0
Nemanja Matic,Man Utd,91,MID,1,1,16,6,0,26,0,0,0,0,3,50,34.0,3117,1,4,0,0,0,0,0,0,2017-18,0
Pablo Zabaleta,West Ham,90,DEF,0,1,10,9,0,62,1,0,0,0,6,50,35.0,3289,1,2,0,0,0,0,0,0,2017-18,0
Ben Mee,Burnley,90,DEF,0,0,9,5,0,27,0,0,0,0,6,45,29.0,2610,1,2,0,0,0,0,0,0,2017-18,0
Alex Iwobi,Arsenal,89,MID,3,5,9,1,0,26,0,0,0,0,2,55,22.0,1827,1,4,0,0,0,0,0,0,2017-18,0
Martin Olsson,Swansea,89,DEF,0,1,10,7,0,50,0,0,0,0,0,50,34.0,3149,1,2,0,0,0,0,0,0,2017-18,0
Jake Livermore,West Brom,89,MID,2,2,8,5,0,41,0,0,0,0,6,50,30.0,2671,1,2,0,0,0,0,0,0,2017-18,0
Cesc Fàbregas,Chelsea,89,MID,2,4,11,4,1,26,0,0,0,0,7,70,23.0,2300,1,5,0,0,0,0,0,0,2017-18,0
Matthew Lowton,Burnley,89,DEF,0,3,8,1,0,26,0,0,0,0,4,45,24.0,2295,1,2,0,0,0,0,0,0,2017-18,0
Anthony Knockaert,Brighton,88,MID,3,1,11,4,1,29,0,0,0,0,6,60,26.0,2415,1,1,0,0,0,0,0,0,2017-18,1
Dominic Calvert-Lewin,Everton,88,FWD,4,8,6,4,0,28,0,0,0,0,3,50,16.0,1871,1,3,0,0,0,0,0,0,2017-18,0
Loris Karius,Liverpool,88,GK,0,0,10,1,0,14,0,0,1,31,5,50,19.0,1710,1,4,0,0,0,0,0,0,2017-18,0
DeAndre Yedlin,Newcastle,88,DEF,0,2,7,5,0,37,1,0,0,0,5,45,31.0,2842,1,1,0,0,0,0,0,0,2017-18,1
Kurt Zouma,Stoke,87,DEF,1,0,7,1,0,50,0,0,0,0,5,55,32.0,2887,1,2,0,0,0,0,0,0,2017-18,0
Davy Pröpper,Brighton,87,MID,0,4,9,2,1,50,0,0,0,0,1,55,34.0,3118,1,1,0,0,0,0,0,0,2017-18,1
Dale Stephens,Brighton,87,MID,0,3,10,6,0,50,0,0,0,0,2,45,34.0,3240,1,1,0,0,0,0,0,0,2017-18,1
Idrissa Gueye,Everton,87,MID,2,2,9,6,1,45,0,0,0,0,7,50,31.0,2749,1,3,0,0,0,0,0,0,2017-18,0
Craig Dawson,West Brom,87,DEF,2,1,8,6,0,39,0,0,0,0,4,50,28.0,2510,1,2,0,0,0,0,0,0,2017-18,0
Pierre-Emerick Aubameyang,Arsenal,87,FWD,10,4,4,0,0,15,0,1,0,0,12,105,11.0,1056,26,4,0,0,0,0,0,0,2017-18,0
Cheikhou Kouyaté,West Ham,86,MID,2,3,7,5,0,56,0,0,0,0,2,50,28.0,2798,1,2,0,0,0,0,0,0,2017-18,0
Tammy Abraham,Swansea,86,FWD,5,3,4,0,0,31,0,0,0,0,11,55,15.0,1715,1,2,0,0,0,0,0,0,2017-18,0
Kieran Gibbs,West Brom,86,DEF,0,2,8,3,0,44,0,0,0,0,2,50,31.0,2826,1,2,0,0,0,0,0,0,2017-18,0
Joseph Gomez,Liverpool,86,DEF,0,2,9,3,0,22,0,0,0,0,9,45,21.0,1901,1,4,0,0,0,0,0,0,2017-18,0
Jeff Hendrick,Burnley,85,MID,2,2,9,1,0,28,0,0,0,0,1,55,25.0,2326,1,2,0,0,0,0,0,0,2017-18,0
Tom Carroll,Swansea,85,MID,0,4,7,3,0,39,0,0,0,0,6,45,26.0,2562,1,2,0,0,0,0,0,0,2017-18,0
Cédric Soares,Southampton,85,DEF,0,3,7,3,0,44,0,0,0,0,2,50,29.0,2794,1,3,0,0,0,0,0,0,2017-18,0
Jordon Ibe,Bournemouth,85,MID,2,6,4,1,0,33,0,0,0,0,5,50,17.0,1988,1,2,0,0,0,0,0,0,2017-18,0
Federico Fernández,Swansea,85,DEF,1,1,7,5,0,44,1,0,0,0,10,45,29.0,2676,1,2,0,0,0,0,0,0,2017-18,0
Georginio Wijnaldum,Liverpool,85,MID,1,2,15,1,0,23,0,0,0,0,1,70,26.0,2381,1,4,0,0,0,0,0,0,2017-18,0
Eric Dier,Spurs,85,MID,0,2,15,4,0,30,0,0,0,0,2,50,31.0,2822,1,1,0,0,0,0,0,0,2017-18,0
James Ward-Prowse,Southampton,84,MID,3,5,2,3,0,29,0,0,0,0,8,55,17.0,1708,1,3,0,0,0,0,0,0,2017-18,0
Christian Benteke,Crystal Palace,84,FWD,3,7,6,6,0,36,0,1,0,0,5,80,23.0,2234,1,2,0,0,0,0,0,0,2017-18,0
Mark Noble,West Ham,84,MID,4,0,7,6,0,45,0,0,0,0,7,55,24.0,2400,1,2,0,0,0,0,0,0,2017-18,0
Bruno Saltor Grau,Brighton,84,DEF,0,0,10,3,0,23,0,0,0,0,8,45,21.0,2014,1,1,0,0,0,0,0,0,2017-18,1
Steve Cook,Bournemouth,83,DEF,2,1,5,5,0,53,1,0,0,0,9,50,29.0,2764,1,2,0,0,0,0,0,0,2017-18,0
Oumar Niasse,Everton,83,FWD,8,3,0,2,0,23,0,0,0,0,14,50,8.0,1076,6,3,0,0,0,0,0,0,2017-18,0
Trent Alexander-Arnold,Liverpool,83,DEF,1,2,8,3,0,17,0,0,0,0,10,45,18.0,1573,1,4,0,0,0,0,0,0,2017-18,0
Andrew Surman,Bournemouth,82,MID,2,5,5,2,0,29,0,0,0,0,9,45,20.0,1851,1,2,0,0,0,0,0,0,2017-18,0
Tom Ince,Huddersfield,82,MID,2,1,7,0,0,39,0,0,0,0,3,60,24.0,2450,1,1,0,0,0,0,0,0,2017-18,1
Leighton Baines,Everton,82,DEF,2,3,5,1,0,34,0,0,0,0,10,60,21.0,1909,1,3,0,0,0,0,0,0,2017-18,0
Ilkay Gündogan,Man City,82,MID,4,2,6,3,0,15,0,0,0,0,9,55,14.0,1504,1,4,0,0,0,0,0,0,2017-18,0
Roberto Pereyra,Watford,81,MID,5,3,1,3,0,34,0,0,0,0,5,60,12.0,1610,1,2,0,0,0,0,0,0,2017-18,0
Michael Keane,Everton,81,DEF,0,1,7,3,0,46,0,0,0,0,11,55,28.0,2559,1,3,0,0,0,0,0,0,2017-18,0
Pedro Rodríguez Ledesma,Chelsea,81,MID,4,2,8,1,0,14,0,0,0,0,2,80,15.0,1511,1,5,0,0,0,0,0,0,2017-18,0
Joel Matip,Liverpool,81,DEF,1,0,9,3,0,27,0,0,0,0,3,55,22.0,1995,1,4,0,0,0,0,0,0,2017-18,0
Chris Brunt,West Brom,81,MID,0,8,9,5,0,23,0,0,0,0,6,55,21.0,1917,1,2,0,0,0,0,0,0,2017-18,0
Matt Phillips,West Brom,81,MID,2,3,10,3,0,32,0,0,0,0,3,60,22.0,2087,1,2,0,0,0,0,0,0,2017-18,0
Mamadou Sakho,Crystal Palace,81,DEF,1,2,6,1,0,23,0,0,0,0,18,50,17.0,1597,1,2,0,0,0,0,0,0,2017-18,0
Demarai Gray,Leicester,80,MID,3,3,4,2,0,35,0,0,0,0,2,55,14.0,1683,1,2,0,0,0,0,0,0,2017-18,0
Andre Gray,Watford,79,FWD,5,3,5,1,0,30,0,0,0,0,4,65,16.0,1486,1,2,0,0,0,0,0,0,2017-18,0
Andreas Christensen,Chelsea,79,DEF,0,0,8,0,0,23,0,0,0,0,4,55,22.0,2067,1,5,0,0,0,0,0,0,2017-18,0
Christian Atsu,Newcastle,78,MID,2,4,6,1,0,22,0,0,0,0,5,50,18.0,1776,1,1,0,0,0,0,0,0,2017-18,1
Virgil van Dijk,Liverpool,78,DEF,0,0,8,1,0,28,0,0,0,0,5,55,25.0,2253,1,4,0,0,0,0,0,0,2017-18,0
Ragnar Klavan,Liverpool,78,DEF,1,0,8,0,0,15,0,0,0,0,9,45,16.0,1449,1,4,0,0,0,0,0,0,2017-18,0
Wilfred Ndidi,Leicester,78,MID,0,4,9,6,2,45,0,0,0,0,4,50,31.0,2896,1,2,0,0,0,0,0,0,2017-18,0
Jonny Evans,West Brom,78,DEF,2,2,6,7,0,38,1,0,0,0,5,50,25.0,2269,1,2,0,0,0,0,0,0,2017-18,0
André Ayew,Swansea,77,MID,3,5,3,5,0,42,0,1,0,0,2,70,17.0,1834,1,2,0,0,0,0,0,0,2017-18,0
Ruben Loftus-Cheek,Crystal Palace,77,MID,2,5,6,1,0,30,0,0,0,0,2,45,21.0,1871,1,2,0,0,0,0,0,0,2017-18,0
Olivier Giroud,Chelsea,77,FWD,7,1,5,0,0,11,0,0,0,0,10,85,6.0,981,1,5,0,0,0,0,0,0,2017-18,0
Serge Aurier,Spurs,77,DEF,2,2,6,1,1,13,0,0,0,0,9,60,16.0,1427,4,1,0,0,0,0,0,0,2017-18,0
