name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship
Robbie Brady,Burnley,32,MID,1,2,1,1,0,10,0,0,0,0,0,55,4.0,445,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Rúben Gonçalo Silva Nascimento Vinagre,Wolves,32,DEF,0,0,3,1,0,6,0,0,0,0,1,45,6.0,644,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Johann Berg Gudmundsson,Burnley,30,MID,1,1,3,0,0,7,0,0,0,0,1,60,5.0,617,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Reiss Nelson,Arsenal,30,MID,1,1,2,1,0,7,0,0,0,0,0,55,4.0,622,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Mario Vrancic,Norwich,29,MID,1,0,0,3,0,19,0,0,0,0,1,65,6.0,624,1,2,980,1020,1030,1040,990,990,2019-20,1
Mbwana Samatta,Aston Villa,29,FWD,1,0,4,1,0,18,0,0,0,0,2,60,10.0,940,25,2,1020,1050,970,980,1000,1040,2019-20,1
Angus Gunn,Southampton,29,GK,0,0,2,0,0,25,0,0,0,30,3,45,10.0,900,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Michy Batshuayi,Chelsea,28,FWD,1,2,0,0,0,8,0,0,0,0,1,70,1.0,224,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Tom Trybull,Norwich,28,MID,0,0,2,2,0,25,0,0,0,0,0,45,12.0,1128,1,2,980,1020,1030,1040,990,990,2019-20,1
Alireza Jahanbakhsh,Brighton,28,MID,2,1,1,0,0,4,0,0,0,0,2,60,2.0,305,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Matthew Longstaff,Newcastle,27,MID,2,0,1,1,0,11,0,0,0,0,2,45,6.0,572,5,3,1090,1100,1030,1040,980,990,2019-20,0
Adam Lallana,Liverpool,27,MID,1,1,1,1,0,5,0,0,0,0,1,60,3.0,371,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Chris Mepham,Bournemouth,27,DEF,1,0,1,1,0,19,0,0,0,0,2,45,10.0,911,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Adrián San Miguel del Castillo,Liverpool,27,GK,0,0,2,1,0,10,0,0,0,18,0,45,9.0,873,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Adrian Mariappa,Watford,26,DEF,0,0,3,4,1,33,1,0,0,0,1,45,15.0,1509,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
DeAndre Yedlin,Newcastle,26,DEF,1,0,1,3,0,18,0,0,0,0,0,45,8.0,934,1,3,1090,1100,1030,1040,980,990,2019-20,0
Josip Drmic,Norwich,26,FWD,1,0,0,0,1,13,0,0,0,0,0,55,4.0,636,1,2,980,1020,1030,1040,990,990,2019-20,1
Tariq Lamptey,Brighton,26,DEF,0,1,3,2,0,8,0,0,0,0,0,40,6.0,619,20,2,1050,1010,1100,1100,1040,1030,2019-20,0
Arthur Masuaku,West Ham,26,DEF,0,1,2,4,1,18,0,0,0,0,3,45,9.0,930,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Christian Fuchs,Leicester,26,DEF,0,0,2,0,0,10,0,0,0,0,2,45,8.0,770,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Edward Nketiah,Arsenal,25,FWD,2,0,3,0,1,9,0,0,0,0,1,45,6.0,628,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Keinan Davis,Aston Villa,25,MID,0,1,1,0,0,7,0,0,0,0,0,45,3.0,534,1,2,1020,1050,970,980,1000,1040,2019-20,1
Daniel Castelo Podence,Wolves,25,MID,1,1,3,0,0,0,0,0,0,0,2,55,3.0,285,25,4,1230,1190,1180,1230,1200,1200,2019-20,0
Ashley Young,Man Utd,24,DEF,0,0,2,5,0,10,0,0,0,0,0,55,10.0,953,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
William Smallbone,Southampton,24,MID,0,2,3,0,0,4,0,0,0,0,1,45,4.0,389,20,3,1150,1040,1080,1050,1110,1080,2019-20,0
Ondrej Duda,Norwich,24,MID,0,1,3,0,0,9,0,0,0,0,0,50,8.0,723,23,2,980,1020,1030,1040,990,990,2019-20,1
Cenk Tosun,Everton,24,FWD,2,0,2,0,0,6,0,0,0,0,1,60,5.0,462,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Fabian Delph,Everton,24,DEF,0,0,2,3,1,24,0,0,0,0,2,55,13.0,1187,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Arnaut Danjuma Groeneveld,Bournemouth,24,MID,0,1,2,0,0,12,0,0,0,0,0,60,4.0,625,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Florian Lejeune,Newcastle,24,DEF,2,0,1,0,0,10,0,0,0,0,1,45,5.0,440,1,3,1090,1100,1030,1040,980,990,2019-20,0
Max Meyer,Crystal Palace,23,MID,0,0,1,1,0,11,0,0,0,0,0,55,6.0,645,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Patrick Cutrone,Wolves,23,FWD,2,0,1,0,0,6,0,0,0,0,0,60,3.0,292,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Grant Hanley,Norwich,23,DEF,0,0,2,4,0,25,1,0,0,0,1,40,14.0,1261,1,2,980,1020,1030,1040,990,990,2019-20,1
Neil Taylor,Aston Villa,22,DEF,0,0,2,2,0,25,0,0,0,0,0,45,11.0,1088,1,2,1020,1050,970,980,1000,1040,2019-20,1
Jairo Riedewald,Crystal Palace,22,MID,0,0,0,0,0,9,0,0,0,0,0,45,5.0,761,5,3,1130,1120,1080,1180,1040,1040,2019-20,0
Kevin Long,Burnley,21,DEF,0,0,2,0,0,5,0,0,0,0,0,45,6.0,562,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Josh Brownhill,Burnley,21,MID,0,0,4,2,0,10,0,0,0,0,0,50,9.0,805,25,3,1110,1180,1130,1070,970,1110,2019-20,0
José Holebas,Watford,21,DEF,0,1,2,5,0,28,0,0,0,0,0,50,11.0,1022,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
David Brooks,Bournemouth,21,MID,1,0,1,1,0,12,0,0,0,0,1,65,5.0,505,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Bernardo Fernandes da Silva Junior,Brighton,21,DEF,0,0,1,1,0,17,0,0,0,0,3,45,7.0,675,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
David Martin,West Ham,20,GK,0,0,2,1,0,6,0,0,0,15,2,40,5.0,435,8,2,1040,1030,1000,1030,1030,1150,2019-20,0
Lukas Rupp,Norwich,19,MID,0,0,1,1,0,18,0,0,0,0,0,45,7.0,692,23,2,980,1020,1030,1040,990,990,2019-20,1
Nabil Bentaleb,Newcastle,19,MID,0,0,2,2,0,16,0,0,0,0,0,50,7.0,747,25,3,1090,1100,1030,1040,980,990,2019-20,0
Valentino Lazaro,Newcastle,19,MID,1,0,0,0,1,13,0,0,0,0,0,55,4.0,472,25,3,1090,1100,1030,1040,980,990,2019-20,0
Ben Osborn,Sheffield Utd,19,MID,0,0,2,0,0,4,0,0,0,0,0,50,4.0,590,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Wes Morgan,Leicester,19,DEF,0,0,1,0,0,6,0,0,0,0,2,45,4.0,430,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Emerson Palmieri dos Santos,Chelsea,19,DEF,0,0,1,3,0,21,0,0,0,0,0,55,10.0,1022,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Ibrahim Amadou,Norwich,18,MID,0,0,1,1,0,20,0,0,0,0,0,45,7.0,756,1,2,980,1020,1030,1040,990,990,2019-20,1
Roberto Jimenez Gago,West Ham,18,GK,0,0,0,0,0,17,1,0,0,36,1,45,7.0,686,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Morgan Schneiderlin,Everton,18,MID,0,0,1,4,1,20,0,0,0,0,0,45,9.0,998,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Yan Valery,Southampton,18,DEF,0,1,1,1,0,20,0,0,0,0,0,50,8.0,778,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Dejan Lovren,Liverpool,18,DEF,0,1,0,1,0,11,0,0,0,0,0,55,8.0,776,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Japhet Tanganga,Spurs,17,DEF,0,0,2,1,0,7,0,0,0,0,0,40,6.0,525,19,4,1180,1240,1100,1130,1200,1140,2019-20,0
José Ignacio Peleteiro Romallo,Aston Villa,17,MID,0,1,2,0,0,5,0,0,0,0,0,60,2.0,329,1,2,1020,1050,970,980,1000,1040,2019-20,1
Anthony Gordon,Everton,17,FWD,0,1,0,0,0,6,0,0,0,0,1,45,2.0,436,12,3,1100,1240,1100,1210,1170,1180,2019-20,0
Moritz Leitner,Norwich,16,MID,0,0,1,1,0,16,0,0,0,0,0,45,7.0,683,1,2,980,1020,1030,1040,990,990,2019-20,1
Simon Francis,Bournemouth,16,DEF,0,0,1,3,1,21,0,0,0,0,1,45,9.0,964,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Rob Holding,Arsenal,16,DEF,0,0,1,1,0,9,0,0,0,0,2,45,6.0,580,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Xherdan Shaqiri,Liverpool,15,MID,1,0,1,0,0,2,0,0,0,0,0,65,2.0,181,1,5,1340,1350,1310,1320,1310,1330,2019-20,0
Luke Thomas,Leicester,15,DEF,0,1,1,0,0,4,0,0,0,0,3,40,3.0,267,45,3,1210,1160,1150,1080,1210,1100,2019-20,0
Ørjan Nyland,Aston Villa,15,GK,0,0,1,0,0,12,0,0,0,15,0,45,5.0,537,1,2,1020,1050,970,980,1000,1040,2019-20,1
Aaron Lennon,Burnley,15,MID,0,0,0,4,0,15,0,0,0,0,0,50,3.0,485,1,3,1110,1180,1130,1070,970,1110,2019-20,0
Connor Wickham,Crystal Palace,15,FWD,1,1,0,0,0,2,0,0,0,0,2,45,,90,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Neco Williams,Liverpool,14,DEF,0,0,1,1,0,2,0,0,0,0,3,40,2.0,228,17,5,1340,1350,1310,1320,1310,1330,2019-20,0
Leighton Baines,Everton,14,DEF,0,1,0,0,0,8,0,0,0,0,0,50,4.0,400,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Jack Robinson,Sheffield Utd,14,DEF,0,0,1,0,0,11,0,0,0,0,2,40,4.0,504,25,3,1180,1200,1170,1180,1050,1110,2019-20,1
Luke Freeman,Sheffield Utd,13,MID,0,0,1,2,0,5,0,0,0,0,0,55,3.0,360,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Curtis Jones,Liverpool,13,MID,1,0,1,0,0,1,0,0,0,0,0,45,1.0,121,16,5,1340,1350,1310,1320,1310,1330,2019-20,0
Dennis Srbeny,Norwich,13,FWD,1,0,0,0,0,2,0,0,0,0,1,55,,41,1,2,980,1020,1030,1040,990,990,2019-20,1
Adam Idah,Norwich,13,FWD,0,0,0,0,0,9,0,0,0,0,0,45,1.0,219,5,2,980,1020,1030,1040,990,990,2019-20,1
Willy Caballero,Chelsea,13,GK,0,0,1,0,0,7,0,0,0,10,0,50,5.0,450,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Alexis Mac Allister,Brighton,12,MID,0,0,0,0,0,6,0,0,0,0,0,55,3.0,348,27,2,1050,1010,1100,1100,1040,1030,2019-20,0
Ruben Loftus-Cheek,Chelsea,12,MID,0,1,1,0,0,3,0,0,0,0,0,65,1.0,203,1,4,1220,1230,1240,1240,1220,1250,2019-20,0
Henri Lansbury,Aston Villa,12,MID,0,0,0,0,0,6,0,0,0,0,0,45,2.0,190,1,2,1020,1050,970,980,1000,1040,2019-20,1
Nampalys Mendy,Leicester,11,MID,0,0,1,0,0,3,0,0,0,0,0,45,3.0,288,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
José Ángel Esmorís Tasende,Man City,11,DEF,0,1,0,1,0,7,0,0,0,0,1,50,4.0,422,1,5,1330,1340,1260,1270,1320,1320,2019-20,0
Lloyd Kelly,Bournemouth,11,DEF,0,0,1,2,0,15,0,0,0,0,0,45,7.0,638,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Jarrad Branthwaite,Everton,11,DEF,0,0,1,0,0,6,0,0,0,0,2,40,3.0,299,39,3,1100,1240,1100,1210,1170,1180,2019-20,0
Morgan Gibbs-White,Wolves,11,MID,0,1,0,0,0,2,0,0,0,0,0,50,1.0,125,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Odion Ighalo,Man Utd,11,FWD,0,0,0,0,0,0,0,0,0,0,0,65,,92,26,4,1220,1300,1260,1330,1180,1260,2019-20,0
Takumi Minamino,Liverpool,11,MID,0,0,0,0,0,2,0,0,0,0,0,65,1.0,241,22,5,1340,1350,1310,1320,1310,1330,2019-20,0
Michael McGovern,Norwich,11,GK,0,0,0,0,0,6,0,0,1,7,2,40,2.0,158,1,2,980,1020,1030,1040,990,990,2019-20,1
Mamadou Sakho,Crystal Palace,11,DEF,0,0,0,1,1,21,0,0,0,0,0,50,9.0,929,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Claudio Bravo,Man City,11,GK,0,0,1,0,0,7,0,0,0,8,0,50,4.0,346,1,5,1330,1340,1260,1270,1320,1320,2019-20,0
Pablo Zabaleta,West Ham,10,DEF,0,0,0,2,0,14,0,0,0,0,0,45,6.0,588,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Maya Yoshida,Southampton,10,DEF,0,0,1,1,0,18,0,0,0,0,1,45,6.0,558,1,3,1150,1040,1080,1050,1110,1080,2019-20,0
Nacho Monreal,Arsenal,10,DEF,0,0,1,0,0,4,0,0,0,0,1,50,3.0,270,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Ezequiel Schelotto,Brighton,9,DEF,0,0,0,2,0,7,0,0,0,0,0,40,4.0,357,7,2,1050,1010,1100,1100,1040,1030,2019-20,0
Yoshinori Muto,Newcastle,9,FWD,0,0,0,0,0,7,0,0,0,0,0,55,1.0,207,1,3,1090,1100,1030,1040,980,990,2019-20,0
Javier Hernández Balcázar,West Ham,9,FWD,1,0,0,0,0,4,0,0,0,0,2,60,1.0,106,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Muhamed Bešić,Sheffield Utd,9,MID,0,0,0,2,0,2,0,0,0,0,0,45,2.0,243,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Eric Bailly,Man Utd,9,DEF,0,0,1,0,0,1,0,0,0,0,0,50,1.0,148,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Timm Klose,Norwich,9,DEF,0,0,0,0,0,13,0,0,0,0,0,45,6.0,585,1,2,980,1020,1030,1040,990,990,2019-20,1
Ryan Sessegnon,Spurs,9,MID,0,0,0,0,0,5,0,0,0,0,0,55,3.0,341,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Albian Ajeti,West Ham,9,FWD,0,0,0,0,0,3,0,0,0,0,0,60,,132,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Billy Gilmour,Chelsea,9,MID,0,0,1,0,0,3,0,0,0,0,0,45,2.0,191,4,4,1220,1230,1240,1240,1220,1250,2019-20,0
Kevin Danso,Southampton,9,DEF,0,1,1,0,1,8,0,0,0,0,0,45,2.0,275,2,3,1150,1040,1080,1050,1110,1080,2019-20,0
Jack Wilshere,West Ham,8,MID,0,0,0,0,0,5,0,0,0,0,0,50,,209,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Jeremy Ngakia,West Ham,8,DEF,0,0,0,0,0,8,0,0,0,0,0,40,5.0,440,22,2,1040,1030,1000,1030,1030,1150,2019-20,0
Pablo Marí,Arsenal,8,DEF,0,0,1,0,0,0,0,0,0,0,1,50,1.0,113,25,4,1180,1240,1170,1170,1150,1200,2019-20,0
Carlos Sánchez,West Ham,7,MID,0,0,0,0,0,2,0,0,0,0,0,45,1.0,112,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Axel Tuanzebe,Man Utd,7,DEF,0,0,0,0,0,3,0,0,0,0,0,45,2.0,187,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Timothy Fosu-Mensah,Man Utd,7,DEF,0,0,1,1,0,1,0,0,0,0,0,45,1.0,136,45,4,1220,1300,1260,1330,1180,1260,2019-20,0
Wayne Hennessey,Crystal Palace,7,GK,0,0,0,0,0,8,0,0,0,16,0,45,3.0,270,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Oliver Skipp,Spurs,7,MID,0,0,0,0,0,1,0,0,0,0,0,45,,74,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Gedson Carvalho Fernandes,Spurs,7,MID,0,0,0,0,0,1,0,0,0,0,0,50,,62,23,4,1180,1240,1100,1130,1200,1140,2019-20,0
Ignacio Pussetto,Watford,6,MID,0,0,0,1,0,3,0,0,0,0,0,50,,67,23,3,1030,1140,1120,1120,1020,1150,2019-20,0
Andrew Surman,Bournemouth,6,MID,0,0,0,1,0,6,0,0,0,0,0,50,2.0,234,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Daniel Drinkwater,Aston Villa,6,MID,0,0,0,1,0,11,0,0,0,0,0,45,2.0,317,1,2,1020,1050,970,980,1000,1040,2019-20,1
Ben Johnson,West Ham,6,DEF,0,0,0,0,0,3,0,0,0,0,0,40,3.0,270,1,2,1040,1030,1000,1030,1030,1150,2019-20,0
Phil Jagielka,Sheffield Utd,6,DEF,0,0,0,0,0,6,0,0,0,0,0,45,2.0,240,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Richairo Zivkovic,Sheffield Utd,5,FWD,0,0,0,0,0,4,0,0,0,0,0,50,,107,25,3,1180,1200,1170,1180,1050,1110,2019-20,1
Florin Andone,Brighton,5,FWD,1,0,0,0,1,2,0,0,0,0,1,50,,71,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Jonathan Kodjia,Aston Villa,5,FWD,0,0,0,1,0,6,0,0,0,0,0,55,,111,1,2,1020,1050,970,980,1000,1040,2019-20,1
Max Kilman,Wolves,5,DEF,0,0,0,0,0,2,0,0,0,0,0,40,2.0,184,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Josh Martin,Norwich,5,MID,0,0,0,0,0,2,0,0,0,0,0,45,,32,39,2,980,1020,1030,1040,990,990,2019-20,1
Isaac Success Ajayi,Watford,4,FWD,0,0,0,1,0,3,0,0,0,0,0,50,,65,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Sam Surridge,Bournemouth,4,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,25,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Sung-yueng Ki,Newcastle,4,MID,0,0,0,0,0,6,0,0,0,0,0,50,1.0,135,1,3,1090,1100,1030,1040,980,990,2019-20,0
Domingos Quina,Watford,4,MID,0,0,0,0,0,2,0,0,0,0,0,45,,18,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Emile Smith Rowe,Arsenal,4,MID,0,0,1,0,0,0,0,0,0,0,0,45,1.0,96,17,4,1180,1240,1170,1170,1150,1200,2019-20,0
Henrikh Mkhitaryan,Arsenal,4,MID,0,0,1,1,0,0,0,0,0,0,0,70,1.0,110,1,4,1180,1240,1170,1170,1150,1200,2019-20,0
Jean-Philippe Gbamin,Everton,4,MID,0,0,1,0,0,0,0,0,0,0,0,50,1.0,135,1,3,1100,1240,1100,1210,1170,1180,2019-20,0
Tyrick Mitchell,Crystal Palace,4,DEF,0,0,0,1,0,4,0,0,0,0,0,40,2.0,193,17,3,1130,1120,1080,1180,1040,1040,2019-20,0
Jack Simpson,Bournemouth,4,DEF,0,0,0,0,0,6,0,0,0,0,0,40,2.0,238,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Indiana Vassilev,Aston Villa,4,MID,0,0,0,0,0,1,0,0,0,0,0,45,,47,22,2,1020,1050,970,980,1000,1040,2019-20,1
José Diogo Dalot Teixeira,Man Utd,4,DEF,0,0,0,0,0,1,0,0,0,0,0,50,,65,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Juan Foyth,Spurs,3,DEF,0,0,0,1,0,3,0,0,0,0,0,50,,66,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Marcos Rojo,Man Utd,3,DEF,0,0,0,1,0,2,0,0,0,0,0,50,1.0,121,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Patrick Roberts,Norwich,3,MID,0,0,0,0,0,2,0,0,0,0,0,55,,24,1,2,980,1020,1030,1040,990,990,2019-20,1
João Pedro Junqueira de Jesus,Watford,3,FWD,0,0,0,0,0,1,0,0,0,0,0,50,,22,22,3,1030,1140,1120,1120,1020,1150,2019-20,0
Tahith Chong,Man Utd,3,MID,0,0,0,0,0,0,0,0,0,0,0,45,,34,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Gaëtan Bong,Brighton,3,DEF,0,0,0,0,0,3,0,0,0,0,0,45,,57,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Simon Moore,Sheffield Utd,3,GK,0,0,0,0,0,6,0,0,0,5,0,45,2.0,180,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Jürgen Locadia,Brighton,3,FWD,0,0,1,0,0,1,0,0,0,0,0,55,1.0,85,1,2,1050,1010,1100,1100,1040,1030,2019-20,0
Charlie Daniels,Bournemouth,3,DEF,0,0,0,0,0,2,0,0,0,0,0,45,1.0,126,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Darren Randolph,West Ham,3,GK,0,0,0,0,0,5,0,0,0,6,0,45,2.0,180,23,2,1040,1030,1000,1030,1030,1150,2019-20,0
Oumar Niasse,Everton,3,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,19,16,3,1100,1240,1100,1210,1170,1180,2019-20,0
Jordon Ibe,Bournemouth,2,MID,0,0,0,0,0,1,0,0,0,0,0,50,,48,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Borja González Tomás,Aston Villa,2,FWD,0,0,0,0,0,2,0,0,0,0,0,55,,16,26,2,1020,1050,970,980,1000,1040,2019-20,1
George Hirst,Leicester,2,FWD,0,0,0,0,0,1,0,0,0,0,0,45,,9,45,3,1210,1160,1150,1080,1210,1100,2019-20,0
Kieron Freeman,Sheffield Utd,2,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,6,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Phil Jones,Man Utd,2,DEF,0,0,0,0,0,3,0,0,0,0,0,50,1.0,135,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Brandon Pierrick,Crystal Palace,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,13,18,3,1130,1120,1080,1180,1040,1040,2019-20,0
Leon Clarke,Sheffield Utd,2,FWD,0,0,0,0,0,2,0,0,0,0,0,45,,33,7,3,1180,1200,1170,1180,1050,1110,2019-20,1
Harvey Elliott,Liverpool,2,MID,0,0,0,0,0,0,0,0,0,0,0,45,,7,8,5,1340,1350,1310,1320,1310,1330,2019-20,0
Nathan Holland,West Ham,2,MID,0,0,0,0,0,1,0,0,0,0,0,45,,31,15,2,1040,1030,1000,1030,1030,1150,2019-20,0
Troy Parrott,Spurs,2,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,6,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Jake Vokins,Southampton,2,DEF,0,0,0,0,0,1,0,0,0,0,0,40,1.0,90,40,3,1150,1040,1080,1050,1110,1080,2019-20,0
Angel Gomes,Man Utd,2,MID,0,0,0,0,0,1,0,0,0,0,0,50,,19,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Nathan Tella,Southampton,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,2,39,3,1150,1040,1080,1050,1110,1080,2019-20,0
Ravel Morrison,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,,12,1,3,1180,1200,1170,1180,1050,1110,2019-20,1
Jed Steer,Aston Villa,1,GK,0,0,0,0,0,0,0,0,0,0,0,45,,7,1,2,1020,1050,970,980,1000,1040,2019-20,1
Georges-Kévin Nkoudou,Spurs,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,,2,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Jesús Vallejo Lázaro,Wolves,1,DEF,0,0,0,1,0,6,0,0,0,0,0,50,2.0,162,1,4,1230,1190,1180,1230,1200,1200,2019-20,0
Bruno André Cavaco Jordao,Wolves,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,6,23,4,1230,1190,1180,1230,1200,1200,2019-20,0
Tommy Doyle,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,15,40,5,1330,1340,1260,1270,1320,1320,2019-20,0
Ralf Fahrmann,Norwich,1,GK,0,0,0,0,0,1,0,0,0,1,0,45,,21,1,2,980,1020,1030,1040,990,990,2019-20,1
Faustino Anjorin,Chelsea,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,19,29,4,1220,1230,1240,1240,1220,1250,2019-20,0
James Garner,Man Utd,1,MID,0,0,0,0,0,1,0,0,0,0,0,45,,8,1,4,1220,1300,1260,1330,1180,1260,2019-20,0
Akin Famewo,Norwich,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,8,2,980,1020,1030,1040,990,990,2019-20,1
Matty James,Leicester,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,5,1,3,1210,1160,1150,1080,1210,1100,2019-20,0
Sebastian Prödl,Watford,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,56,1,3,1030,1140,1120,1120,1020,1150,2019-20,0
Dimitri Foulquier,Watford,1,DEF,0,0,0,0,0,6,0,0,0,0,0,40,,57,5,3,1030,1140,1120,1120,1020,1150,2019-20,0
Leroy Sané,Man City,1,MID,0,0,0,0,0,0,0,0,0,0,0,95,,11,1,5,1330,1340,1260,1270,1320,1320,2019-20,0
Jordan Thomas,Norwich,1,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,1,41,2,980,1020,1030,1040,990,990,2019-20,1
Max Thompson,Burnley,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,2,39,3,1110,1180,1130,1070,970,1110,2019-20,0
Armando Broja,Chelsea,1,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,4,29,4,1220,1230,1240,1240,1220,1250,2019-20,0
Kelland Watts,Newcastle,1,DEF,0,0,0,0,0,1,0,0,0,0,0,40,,16,22,3,1090,1100,1030,1040,980,990,2019-20,0
Mark Travers,Bournemouth,1,GK,0,0,0,0,0,3,0,0,0,2,0,45,1.0,90,1,2,1020,1020,990,1030,1000,1050,2019-20,0
Víctor Camarasa,Crystal Palace,1,MID,0,0,0,0,0,0,0,0,0,0,0,50,,5,1,3,1130,1120,1080,1180,1040,1040,2019-20,0
Jack Rodwell,Sheffield Utd,1,MID,0,0,0,0,0,0,0,0,0,0,0,45,,15,22,3,1180,1200,1170,1180,1050,1110,2019-20,1
Victor Wanyama,Spurs,1,MID,0,0,0,1,0,2,0,0,0,0,0,50,,24,1,4,1180,1240,1100,1130,1200,1140,2019-20,0
Bernardo Costa Da Rosa,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,2,1040,1030,1000,1030,1030,1150,2019-20,0
Alfie Whiteman,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,6,4,1180,1240,1100,1130,1200,1140,2019-20,0
Taylor Perry,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,11,4,1230,1190,1180,1230,1200,1200,2019-20,0
