name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship,season_start,name_season
Matt Macey,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,31,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Matt Macey (2016-17)
Olayinka Fredrick Oladotun Ladapo,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Olayinka Fredrick Oladotun Ladapo (2016-17)
Oleksandr Zinchenko,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Oleksandr Zinchenko (2016-17)
Mateusz Hewelt,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mateusz Hewelt (2016-17)
Olufela Olomola,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Olufela Olomola (2016-17)
Oluwaseyi Ojo,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Oluwaseyi Ojo (2016-17)
Oluwatosin Adarabioyo,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Oluwatosin Adarabioyo (2016-17)
Marvin Emnes,Swansea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marvin Emnes (2016-17)
Carlos De Pena,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Carlos De Pena (2016-17)
Bertrand Traore,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Bertrand Traore (2016-17)
Pablo Maffeo,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Pablo Maffeo (2016-17)
Mario Suárez,Watford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mario Suárez (2016-17)
Mario Balotelli,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mario Balotelli (2016-17)
Marcus Browne,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marcus Browne (2016-17)
Charlie Rowan,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Charlie Rowan (2016-17)
Chris Long,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Chris Long (2016-17)
Ben Wynter,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Ben Wynter (2016-17)
Pau López Sabata,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Pau López Sabata (2016-17)
Matt Miazga,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Matt Miazga (2016-17)
Noor Husin,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Noor Husin (2016-17)
Sam Surridge,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Sam Surridge (2016-17)
Nabil Bentaleb,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Nabil Bentaleb (2016-17)
Molla Wagué,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Molla Wagué (2016-17)
Brian Lenihan,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Brian Lenihan (2016-17)
Moses Makasi,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Moses Makasi (2016-17)
Moses Odubajo,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Moses Odubajo (2016-17)
Mouez Hassen,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mouez Hassen (2016-17)
Michael Simões Domingues,Sunderland,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Michael Simões Domingues (2016-17)
Michael Phillips,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Michael Phillips (2016-17)
Muhamed Besic,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Muhamed Besic (2016-17)
Michael Ledger,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Michael Ledger (2016-17)
Cameron Carter-Vickers,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Cameron Carter-Vickers (2016-17)
Brice Dja Djédjé,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Brice Dja Djédjé (2016-17)
Callum McManaman,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Callum McManaman (2016-17)
Nathan Holland,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,34,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Nathan Holland (2016-17)
Matthew Willock,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,30,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Matthew Willock (2016-17)
Cameron Borthwick-Jackson,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Cameron Borthwick-Jackson (2016-17)
Cameron Brannagan,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Cameron Brannagan (2016-17)
Boaz Myhill,West Brom,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Boaz Myhill (2016-17)
Nick Pope,Burnley,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Nick Pope (2016-17)
Marco Van Ginkel,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marco Van Ginkel (2016-17)
Paulo Gazzaniga,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Paulo Gazzaniga (2016-17)
Pedro Chirivella,Liverpool,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Pedro Chirivella (2016-17)
Juan Cuadrado,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Juan Cuadrado (2016-17)
Kieran O'Hara,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Kieran O'Hara (2016-17)
Cristian Gamboa,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Cristian Gamboa (2016-17)
Keshi Anderson,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Keshi Anderson (2016-17)
Kane Wilson,West Brom,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Kane Wilson (2016-17)
Rouwen Hennings,Burnley,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Rouwen Hennings (2016-17)
Dael Fry,Middlesbrough,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Dael Fry (2016-17)
Julien de Sart,Middlesbrough,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Julien de Sart (2016-17)
Julian Speroni,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Julian Speroni (2016-17)
Juan Carlos Paredes,Watford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Juan Carlos Paredes (2016-17)
Marc Wilson,West Brom,0,DEF,0,0,0,3,0,7,0,0,0,0,0,40,2.0,255,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Marc Wilson (2016-17)
Josh Robson,Sunderland,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Josh Robson (2016-17)
Josh Maja,Sunderland,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Josh Maja (2016-17)
Angus Gunn,Man City,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,35,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Angus Gunn (2016-17)
Josh Cullen,West Ham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Josh Cullen (2016-17)
Joseph Gomez,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Joseph Gomez (2016-17)
Jose Luis Mato Sanmartín,Stoke,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jose Luis Mato Sanmartín (2016-17)
Jose Angel Esmoris Tasende,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Jose Angel Esmoris Tasende (2016-17)
Daniel Batty,Hull,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Daniel Batty (2016-17)
Connor Roberts,Swansea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Connor Roberts (2016-17)
Connor Randall,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Connor Randall (2016-17)
Clinton N'Jie,Spurs,0,FWD,0,0,0,0,0,0,0,0,0,0,0,60,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Clinton N'Jie (2016-17)
Lloyd Isgrove,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Lloyd Isgrove (2016-17)
Ben Hinchcliffe,Hull,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Ben Hinchcliffe (2016-17)
Ben Hamer,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,45,,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Ben Hamer (2016-17)
Chuba Akpom,Arsenal,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Chuba Akpom (2016-17)
Bastian Schweinsteiger,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Bastian Schweinsteiger (2016-17)
Mamadou Obbi Oularé,Watford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Mamadou Obbi Oularé (2016-17)
Bartosz Kapustka,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Bartosz Kapustka (2016-17)
Maksymilian Stryjek,Sunderland,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Maksymilian Stryjek (2016-17)
Luke McGee,Spurs,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Luke McGee (2016-17)
Luke Dreher,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Luke Dreher (2016-17)
Raphael Spiegel,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Raphael Spiegel (2016-17)
Reece Burke,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Reece Burke (2016-17)
Reece Oxford,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Reece Oxford (2016-17)
Rekeem Harper,West Brom,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Rekeem Harper (2016-17)
Rene Gilmartin,Watford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Rene Gilmartin (2016-17)
Rhian Brewster,Liverpool,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,34,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Rhian Brewster (2016-17)
Ritchie de Laet,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Ritchie de Laet (2016-17)
Bafétimbi Gomis,Swansea,0,FWD,0,0,0,0,0,0,0,0,0,0,0,65,,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,0,2016,Bafétimbi Gomis (2016-17)
Josh Clackstone,Hull,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-17,1,2016,Josh Clackstone (2016-17)
Mohamed Salah,Liverpool,303,MID,32,12,15,1,0,29,0,1,0,0,26,90,33.0,2905,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Mohamed Salah (2017-18)
Raheem Sterling,Man City,229,MID,18,17,13,3,1,23,0,0,0,0,19,80,28.0,2584,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Raheem Sterling (2017-18)
Harry Kane,Spurs,217,FWD,29,2,15,5,0,34,0,1,0,0,31,125,32.0,3074,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Harry Kane (2017-18)
Kevin De Bruyne,Man City,209,MID,8,18,19,2,0,22,0,0,0,0,25,100,36.0,3073,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Kevin De Bruyne (2017-18)
Christian Eriksen,Spurs,199,MID,11,10,17,0,0,33,0,0,0,0,23,95,34.0,3218,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Christian Eriksen (2017-18)
Riyad Mahrez,Leicester,195,MID,12,13,9,2,0,51,0,0,0,0,19,85,31.0,2948,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Riyad Mahrez (2017-18)
Jamie Vardy,Leicester,183,FWD,20,2,8,3,0,57,0,1,0,0,28,85,35.0,3248,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Jamie Vardy (2017-18)
Roberto Firmino,Liverpool,181,FWD,15,8,16,1,0,32,0,0,0,0,29,85,32.0,2760,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Roberto Firmino (2017-18)
Leroy Sané,Man City,179,MID,10,15,12,4,0,22,0,0,0,0,17,85,26.0,2415,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Leroy Sané (2017-18)
Heung-Min Son,Spurs,178,MID,12,8,14,0,0,18,0,0,0,0,16,80,26.0,2292,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Heung-Min Son (2017-18)
Bamidele Alli,Spurs,175,MID,9,13,16,7,0,28,0,0,0,0,12,95,32.0,2957,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Bamidele Alli (2017-18)
César Azpilicueta,Chelsea,175,DEF,2,6,15,1,0,38,1,0,0,0,25,65,35.0,3330,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,César Azpilicueta (2017-18)
Eden Hazard,Chelsea,173,MID,12,6,12,2,0,27,0,0,0,0,24,105,27.0,2417,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Eden Hazard (2017-18)
David de Gea,Man Utd,172,GK,0,0,18,0,0,28,0,0,0,115,10,55,35.0,3330,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,David de Gea (2017-18)
Sergio Agüero,Man City,169,FWD,21,6,13,2,0,12,0,0,0,0,22,115,22.0,1960,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Sergio Agüero (2017-18)
David Silva,Man City,169,MID,9,11,14,5,0,18,0,0,0,0,26,80,27.0,2431,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,David Silva (2017-18)
Marcos Alonso,Chelsea,165,DEF,7,2,13,6,0,30,0,0,0,0,15,70,30.0,2855,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Marcos Alonso (2017-18)
Pascal Groß,Brighton,164,MID,7,8,10,2,0,46,0,0,0,0,24,55,33.0,2928,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,1,2017,Pascal Groß (2017-18)
Romelu Lukaku,Man Utd,162,FWD,16,7,14,4,0,26,0,1,0,0,18,115,31.0,2866,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Romelu Lukaku (2017-18)
Ederson Santana de Moraes,Man City,158,GK,0,0,16,1,0,26,0,0,2,58,10,55,35.0,3195,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Ederson Santana de Moraes (2017-18)
Lukasz Fabianski,Swansea,157,GK,0,0,9,0,0,56,0,0,3,137,14,45,37.0,3420,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Lukasz Fabianski (2017-18)
Nicolás Otamendi,Man City,156,DEF,4,0,15,9,0,25,1,0,0,0,21,55,33.0,2966,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Nicolás Otamendi (2017-18)
Xherdan Shaqiri,Stoke,155,MID,8,9,6,5,0,58,0,1,0,0,19,60,34.0,3039,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Xherdan Shaqiri (2017-18)
Nick Pope,Burnley,152,GK,0,0,11,3,0,35,0,0,1,113,19,45,33.0,3114,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Nick Pope (2017-18)
Alexis Sánchez,Man Utd,152,MID,9,10,11,5,0,32,0,1,0,0,13,120,29.0,2546,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Alexis Sánchez (2017-18)
Sadio Mané,Liverpool,147,MID,10,8,15,3,1,24,0,0,0,0,8,95,27.0,2189,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Sadio Mané (2017-18)
Mathew Ryan,Brighton,146,GK,0,0,10,0,0,54,0,0,2,124,13,45,36.0,3420,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,1,2017,Mathew Ryan (2017-18)
Antonio Valencia,Man Utd,146,DEF,3,1,16,7,0,22,0,0,0,0,13,65,31.0,2741,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Antonio Valencia (2017-18)
Jordan Pickford,Everton,145,GK,0,0,10,0,0,58,0,0,1,121,16,50,38.0,3420,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Jordan Pickford (2017-18)
Marko Arnautovic,West Ham,144,MID,11,7,7,5,1,50,0,0,0,0,12,70,25.0,2309,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Marko Arnautovic (2017-18)
Luka Milivojevic,Crystal Palace,144,MID,10,2,8,8,0,52,0,1,0,0,21,50,33.0,3079,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Luka Milivojevic (2017-18)
Hugo Lloris,Spurs,144,GK,0,0,15,1,0,35,0,0,0,87,6,55,33.0,3240,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Hugo Lloris (2017-18)
Ben Davies,Spurs,143,DEF,2,7,12,3,0,20,0,0,0,0,14,55,24.0,2323,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Ben Davies (2017-18)
Jan Vertonghen,Spurs,138,DEF,0,1,16,4,0,31,0,0,0,0,13,60,32.0,3203,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Jan Vertonghen (2017-18)
Alexandre Lacazette,Arsenal,138,FWD,14,5,10,1,0,28,0,0,0,0,11,105,25.0,2197,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Alexandre Lacazette (2017-18)
Kyle Walker,Man City,138,DEF,0,6,15,2,1,22,1,0,0,0,8,65,30.0,2784,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Kyle Walker (2017-18)
Paul Pogba,Man Utd,138,MID,6,13,11,5,1,20,0,0,0,0,15,80,23.0,2145,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Paul Pogba (2017-18)
Wilfried Zaha,Crystal Palace,136,MID,9,7,10,5,0,31,0,0,0,0,8,70,28.0,2549,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Wilfried Zaha (2017-18)
Abdoulaye Doucouré,Watford,136,MID,7,4,9,10,0,63,0,0,0,0,16,50,37.0,3324,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Abdoulaye Doucouré (2017-18)
Thibaut Courtois,Chelsea,136,GK,0,0,15,2,0,34,0,0,0,77,4,55,34.0,3150,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Thibaut Courtois (2017-18)
Jonas Lössl,Huddersfield,135,GK,0,1,10,1,0,58,1,0,2,103,11,45,37.0,3420,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,1,2017,Jonas Lössl (2017-18)
Héctor Bellerín,Arsenal,132,DEF,2,4,12,5,0,44,0,0,0,0,11,60,34.0,3050,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Héctor Bellerín (2017-18)
Victor Moses,Chelsea,131,DEF,3,6,11,3,0,20,0,0,0,0,9,65,22.0,2109,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Victor Moses (2017-18)
Willian Borges Da Silva,Chelsea,130,MID,6,8,9,1,0,19,0,0,0,0,13,70,19.0,1874,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Willian Borges Da Silva (2017-18)
Aaron Ramsey,Arsenal,130,MID,7,10,9,0,0,25,0,0,0,0,12,70,20.0,1844,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Aaron Ramsey (2017-18)
Nacho Monreal,Arsenal,130,DEF,5,2,10,3,0,29,0,0,0,0,15,55,23.0,2241,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Nacho Monreal (2017-18)
Jesse Lingard,Man Utd,128,MID,8,6,9,2,0,18,0,0,0,0,10,60,20.0,1807,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Jesse Lingard (2017-18)
Gabriel Fernando de Jesus,Man City,126,FWD,13,7,9,6,0,12,0,2,0,0,18,105,15.0,1660,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-18,0,2017,Gabriel Fernando de Jesus (2017-18)
