name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,count_gws_min_minutes,minutes_played,min_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season,promoted_from_championship,season_start,name_season
Tom Heaton,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Tom Heaton (2022-23)
Tom McGill,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,31,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Tom McGill (2022-23)
Ben Greenwood,Bournemouth,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Ben Greenwood (2022-23)
Anthony Knockaert,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Anthony Knockaert (2022-23)
Viljami Sinisalo,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,21,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Viljami Sinisalo (2022-23)
Sepp van den Berg,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23,0,2022,Sepp van den Berg (2022-23)
Sonny Perkins,Leeds,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Sonny Perkins (2022-23)
Ciaran Clark,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Ciaran Clark (2022-23)
Allan Marques Loureiro,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Allan Marques Loureiro (2022-23)
Christian Saydee,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Christian Saydee (2022-23)
Sergio Reguilón,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23,0,2022,Sergio Reguilón (2022-23)
Christian Benteke,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Christian Benteke (2022-23)
Will Dennis,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Will Dennis (2022-23)
Shola Shoretire,Man Utd,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,15,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Shola Shoretire (2022-23)
Sil Swinkels,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,23,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Sil Swinkels (2022-23)
Ben Knight,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,4,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23,0,2022,Ben Knight (2022-23)
Amad Diallo,Man Utd,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Amad Diallo (2022-23)
Amario Cozier-Duberry,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Amario Cozier-Duberry (2022-23)
Stanley Mills,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Stanley Mills (2022-23)
Andy Lonergan,Everton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,32,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Andy Lonergan (2022-23)
Charlie Robinson,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,27,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Charlie Robinson (2022-23)
Charlie Goode,Brentford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23,0,2022,Charlie Goode (2022-23)
Stefan Parkes,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Stefan Parkes (2022-23)
Steven Alzate,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Steven Alzate (2022-23)
Steven Bergwijn,Spurs,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23,0,2022,Steven Bergwijn (2022-23)
Andrey Nascimento dos Santos,Chelsea,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,21,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Andrey Nascimento dos Santos (2022-23)
Wanya Marçal-Madivadua,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,22,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23,0,2022,Wanya Marçal-Madivadua (2022-23)
Andros Townsend,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Andros Townsend (2022-23)
Stuart Dallas,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Stuart Dallas (2022-23)
Cameron Plain,Bournemouth,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,14,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Cameron Plain (2022-23)
André Tavares Gomes,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,André Tavares Gomes (2022-23)
Taylor Richards,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Taylor Richards (2022-23)
Krisztián Hegyi,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23,0,2022,Krisztián Hegyi (2022-23)
Robert Kenedy Nunes do Nascimento,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Robert Kenedy Nunes do Nascimento (2022-23)
Marcus Forss,Brentford,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23,0,2022,Marcus Forss (2022-23)
Martial Godo,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,10,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Martial Godo (2022-23)
Jimmy Morgan,Southampton,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,2.0,1065.0,1070.0,1070.0,1070.0,1060.0,1080.0,2022-23,0,2022,Jimmy Morgan (2022-23)
Mark Gillespie,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,38,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Mark Gillespie (2022-23)
Joe Bryan,Fulham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Joe Bryan (2022-23)
Joe Lolley,Nott'm Forest,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Joe Lolley (2022-23)
Joe Rodon,Spurs,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1155.0,1220.0,1140.0,1210.0,1170.0,1230.0,2022-23,0,2022,Joe Rodon (2022-23)
Marcus Bettinelli,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Marcus Bettinelli (2022-23)
Malang Sarr,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Malang Sarr (2022-23)
Joe Wormleighton,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,12,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23,0,2022,Joe Wormleighton (2022-23)
Marcos Alonso,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Marcos Alonso (2022-23)
John-Kymani Gordon,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,9,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,John-Kymani Gordon (2022-23)
Marc Jurado Gomez,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,31,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Marc Jurado Gomez (2022-23)
Jonathan Panzo,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Jonathan Panzo (2022-23)
Jordan Smith,Nott'm Forest,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Jordan Smith (2022-23)
Marvelous Nakamba,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Marvelous Nakamba (2022-23)
Jesurun Rak-Sakyi,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Jesurun Rak-Sakyi (2022-23)
Matej Kovár,Man Utd,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Matej Kovár (2022-23)
Jeremiah Chilokoa-Mullen,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,23,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Jeremiah Chilokoa-Mullen (2022-23)
Jeff Hendrick,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Jeff Hendrick (2022-23)
Mateusz Lis,Southampton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,2.0,1065.0,1070.0,1070.0,1070.0,1060.0,1080.0,2022-23,0,2022,Mateusz Lis (2022-23)
Jean-Philippe Gbamin,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Jean-Philippe Gbamin (2022-23)
Jarrad Branthwaite,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Jarrad Branthwaite (2022-23)
Matija Šarkić,Wolves,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23,0,2022,Matija Šarkić (2022-23)
Matt Clarke,Brighton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Matt Clarke (2022-23)
Jannik Vestergaard,Leicester,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23,0,2022,Jannik Vestergaard (2022-23)
Matt Turner,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Matt Turner (2022-23)
Matthew Cox,Brentford,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23,0,2022,Matthew Cox (2022-23)
Matthew Dibley-Dias,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,35,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Matthew Dibley-Dias (2022-23)
Matthew Smith,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,5,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Matthew Smith (2022-23)
Jamie Shackleton,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Jamie Shackleton (2022-23)
Mauro Bandeira,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,37,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Mauro Bandeira (2022-23)
Joseph Anang,West Ham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23,0,2022,Joseph Anang (2022-23)
Mads Bidstrup,Brentford,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23,0,2022,Mads Bidstrup (2022-23)
Dominic Sadi,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,20,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Dominic Sadi (2022-23)
Lewis Bate,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Lewis Bate (2022-23)
Liam Delap,Man City,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23,0,2022,Liam Delap (2022-23)
Kasper Schmeichel,Leicester,0,GK,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23,0,2022,Kasper Schmeichel (2022-23)
Lewis Warrington,Everton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Lewis Warrington (2022-23)
Lewis Payne,Southampton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,13,2.0,1065.0,1070.0,1070.0,1070.0,1060.0,1080.0,2022-23,0,2022,Lewis Payne (2022-23)
Keinan Davis,Aston Villa,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Keinan Davis (2022-23)
Killian Phillips,Crystal Palace,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,5,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Killian Phillips (2022-23)
Kjell Scherpen,Brighton,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Kjell Scherpen (2022-23)
Lyle Taylor,Nott'm Forest,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Lyle Taylor (2022-23)
Leo Fuhr Hjelde,Leeds,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Leo Fuhr Hjelde (2022-23)
Kofi Balmer,Crystal Palace,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,11,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Kofi Balmer (2022-23)
Kortney Hause,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Kortney Hause (2022-23)
Lamare Bogarde,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Lamare Bogarde (2022-23)
Kristian Sekularac,Fulham,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,16,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Kristian Sekularac (2022-23)
Kristoffer Klaesson,Leeds,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Kristoffer Klaesson (2022-23)
Lino Sousa,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Lino Sousa (2022-23)
Kasey McAteer,Leicester,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,3.0,1130.0,1115.0,1065.0,1110.0,1200.0,1120.0,2022-23,0,2022,Kasey McAteer (2022-23)
Karl Hein,Arsenal,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,14,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Karl Hein (2022-23)
Loris Karius,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,8,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Loris Karius (2022-23)
Loïc Badé,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,6,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Loïc Badé (2022-23)
Loïc Mbe Soh,Nott'm Forest,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,Loïc Mbe Soh (2022-23)
Karl Darlow,Newcastle,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Karl Darlow (2022-23)
Lucas Torreira di Pascua,Arsenal,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Lucas Torreira di Pascua (2022-23)
Kaine Kesler Hayden,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Kaine Kesler Hayden (2022-23)
Kaelan Casey,West Ham,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,24,3.0,1100.0,1130.0,1145.0,1150.0,1060.0,1110.0,2022-23,0,2022,Kaelan Casey (2022-23)
Kadan Young,Aston Villa,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,17,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Kadan Young (2022-23)
Kacper Kozłowski,Brighton,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1170.0,1175.0,1140.0,1150.0,1200.0,1200.0,2022-23,0,2022,Kacper Kozłowski (2022-23)
Luke Chambers,Liverpool,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1220.0,1275.0,1180.0,1250.0,1260.0,1300.0,2022-23,0,2022,Luke Chambers (2022-23)
Luke Cundle,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23,0,2022,Luke Cundle (2022-23)
Luke Mbete-Tabu,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23,0,2022,Luke Mbete-Tabu (2022-23)
Luke Plange,Crystal Palace,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Luke Plange (2022-23)
Josh Wilson-Esbrand,Man City,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23,0,2022,Josh Wilson-Esbrand (2022-23)
James Wright,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,29,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,James Wright (2022-23)
Max Kinsey-Wellings,Bournemouth,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,22,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Max Kinsey-Wellings (2022-23)
Michael Dacosta Gonzalez,Bournemouth,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,20,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Michael Dacosta Gonzalez (2022-23)
Garang Kuol,Newcastle,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,19,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Garang Kuol (2022-23)
Federico Fernández,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Federico Fernández (2022-23)
Filip Marschall,Aston Villa,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,17,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Filip Marschall (2022-23)
Fin Stevens,Brentford,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1115.0,1180.0,1100.0,1160.0,1130.0,1200.0,2022-23,0,2022,Fin Stevens (2022-23)
Phil Jones,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Phil Jones (2022-23)
Francisco Jorge Tomás Oliveira,Wolves,0,MID,0,0,0,0,0,0,0,0,0,0,0,50,,0,1,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23,0,2022,Francisco Jorge Tomás Oliveira (2022-23)
Frédéric Guilbert,Aston Villa,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1070.0,1100.0,1070.0,1075.0,1070.0,1130.0,2022-23,0,2022,Frédéric Guilbert (2022-23)
Paulo Gazzaniga Farias,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,Paulo Gazzaniga Farias (2022-23)
James McAtee,Man City,0,MID,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,5.0,1350.0,1360.0,1340.0,1340.0,1360.0,1380.0,2022-23,0,2022,James McAtee (2022-23)
Kyle John,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,9,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Kyle John (2022-23)
Paul Dummett,Newcastle,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,4.0,1210.0,1260.0,1250.0,1300.0,1165.0,1220.0,2022-23,0,2022,Paul Dummett (2022-23)
George Shelvey,Nott'm Forest,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,27,3.0,1050.0,1100.0,1065.0,1100.0,1030.0,1105.0,2022-23,1,2022,George Shelvey (2022-23)
George Wickens,Fulham,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,26,3.0,1095.0,1100.0,1070.0,1065.0,1120.0,1140.0,2022-23,1,2022,George Wickens (2022-23)
Pablo Marí Villar,Arsenal,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,4.0,1245.0,1285.0,1250.0,1250.0,1240.0,1320.0,2022-23,0,2022,Pablo Marí Villar (2022-23)
Owen Goodman,Crystal Palace,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,12,3.0,1085.0,1100.0,1110.0,1110.0,1060.0,1090.0,2022-23,0,2022,Owen Goodman (2022-23)
Fabio Silva,Wolves,0,FWD,0,0,0,0,0,0,0,0,0,0,0,55,,0,1,3.0,1080.0,1090.0,1100.0,1100.0,1060.0,1080.0,2022-23,0,2022,Fabio Silva (2022-23)
Euan Pollock,Bournemouth,0,FWD,0,0,0,0,0,0,0,0,0,0,0,45,,0,21,2.0,1035.0,1095.0,1020.0,1110.0,1050.0,1080.0,2022-23,1,2022,Euan Pollock (2022-23)
Raphael Dias Belloli,Leeds,0,MID,0,0,0,0,0,0,0,0,0,0,0,70,,0,1,3.0,1100.0,1090.0,1070.0,1075.0,1130.0,1120.0,2022-23,0,2022,Raphael Dias Belloli (2022-23)
Ethan Wady,Chelsea,0,GK,0,0,0,0,0,0,0,0,0,0,0,40,,0,37,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Ethan Wady (2022-23)
Ethan Ampadu,Chelsea,0,DEF,0,0,0,0,0,0,0,0,0,0,0,45,,0,1,3.0,1165.0,1220.0,1190.0,1220.0,1140.0,1220.0,2022-23,0,2022,Ethan Ampadu (2022-23)
Eric Bailly,Man Utd,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,1,3.0,1155.0,1220.0,1140.0,1220.0,1165.0,1220.0,2022-23,0,2022,Eric Bailly (2022-23)
Reece Welch,Everton,0,DEF,0,0,0,0,0,0,0,0,0,0,0,40,,0,5,3.0,1055.0,1095.0,1070.0,1100.0,1040.0,1090.0,2022-23,0,2022,Reece Welch (2022-23)
